X,Y,OBJECTID,LOCNUM,CONAME,STREET,CITY,STATE,STATE_NAME,ZIP,ZIP4,NAICS,SIC,SALESVOL,HDBRCH,ULTNUM,PUBPRV,EMPNUM,FRNCOD,ISCODE,SQFTCODE,LOC_NAME,STATUS,SCORE,SOURCE,REC_TYPE
-121.92,36.5479,3302270,414460173,BIO-CHEK LLC,JUNIPERO AVE,CARMEL,CA,California,93923,,44511002,541104,4658.00000000000,,000000000,,17.00000000000,,,4,StreetName,M,100.00000000000,INFOGROUP,0
-121.9227,36.553,11234928,729045978,OLIVIER NAPA VALLEY,NW SAN CARLOS ON OCEAN,CARMEL,CA,California,93921,,44511002,541104,1644.00000000000,,000000000,,6.00000000000,,,3,Postal,M,100.00000000000,INFOGROUP,0
-121.8099,36.5236,12186144,830486544,SAFEWAY,MID VALLEY CTR,CARMEL,CA,California,93923,8500,44511003,541105,14247.00000000000,2,579284589,,52.00000000000,V,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.9105,36.5367,76567,101734812,SAFEWAY,THE CROSSROADS BLVD,CARMEL,CA,California,93923,8638,44511003,541105,21918.00000000000,2,579284589,,80.00000000000,V,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.905,36.5426,1352100,259197937,SAVE MART,CARMEL RANCHO BLVD,CARMEL,CA,California,93923,8708,44511003,541105,20548.00000000000,2,304014038,,75.00000000000,2,,8,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.9095,36.5433,2854700,405901859,NIELSEN BROTHERS MARKET INC,7TH AVENUE & SAN CARLOS,CARMEL,CA,California,93923,,44511001,541101,822.00000000000,,000000000,,3.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,0
-121.905,36.5432,4688046,431017791,CARMEL RANCHO GENERAL STORE,CARMEL RANCHO BLVD,CARMEL,CA,California,93923,8741,44511003,541105,822.00000000000,,000000000,,3.00000000000,,,4,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.905,36.5426,9924690,719479462,LUCKY SUPERMARKETS,CARMEL RANCHO BLVD,CARMEL,CA,California,93923,8708,44511003,541105,21918.00000000000,2,304014038,,80.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.9003,36.5845,7473795,656408465,WHOLE FOODS MARKET,DEL MONTE CTR,MONTEREY,CA,California,93940,6100,44511003,541105,46575.00000000000,2,886012012,2,170.00000000000,q,,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8947,36.5966,7810043,686581976,TRADER JOE'S,MUNRAS AVE,MONTEREY,CA,California,93940,3014,44511003,541105,19178.00000000000,2,305504573,,70.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8797,36.597,76977,101773653,VALNIZZA MARKET & LIQUOR,OCEAN AVE,MONTEREY,CA,California,93940,3518,44511003,541105,548.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.866,36.6002,12185224,830300174,BIRITE MARKET LLC,CASA VERDE WAY,MONTEREY,CA,California,93940,3734,44511003,541105,1096.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8505,36.5978,7687854,675516165,SAFEWAY,CANYON DEL REY BLVD,DEL REY OAKS,CA,California,93940,5525,44511003,541105,26028.00000000000,2,579284589,,95.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9185,36.6202,77035,101778827,GROVE MARKET INC,FOREST AVE,PACIFIC GROVE,CA,California,93950,3319,44511003,541105,5480.00000000000,,000000000,,20.00000000000,,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9255,36.6076,9924692,719479464,LUCKY SUPERMARKETS,COUNTRY CLUB GATE CTR,PACIFIC GROVE,CA,California,93950,5023,44511003,541105,21918.00000000000,2,304014038,,80.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9219,36.6056,11420514,734363612,TRADER JOE'S,FOREST AVE,PACIFIC GROVE,CA,California,93950,5123,44511003,541105,15069.00000000000,2,305504573,,55.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-121.921,36.6046,12185354,830323424,SAFEWAY,FOREST AVE,PACIFIC GROVE,CA,California,93950,5123,44511003,541105,16439.00000000000,2,579284589,,60.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9045,36.6169,76921,101767895,NOB HILL FOODS,LIGHTHOUSE AVE,MONTEREY,CA,California,93940,1013,44511003,541105,13151.00000000000,2,453561680,,48.00000000000,},,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8959,36.6011,3913694,421910469,TROIA'S MARKET,PACIFIC ST,MONTEREY,CA,California,93940,2445,44511001,541101,822.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9014,36.6133,5817818,456341205,INTERNATIONAL MARKET & DELI,LIGHTHOUSE AVE,MONTEREY,CA,California,93940,1423,44511003,541105,274.00000000000,,000000000,,1.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8965,36.6092,9762101,718715406,SANTOS FINE FOODS,CANNERY ROW,MONTEREY,CA,California,93940,1447,44511002,541104,4658.00000000000,,000000000,,17.00000000000,,,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8376,36.6037,77136,101787505,MAL'S MARKET,NOCHE BUENA ST,SEASIDE,CA,California,93955,5425,44511003,541105,548.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8478,36.6095,2210260,401652538,KIM'S ORIENTAL MARKET,BROADWAY AVE,SEASIDE,CA,California,93955,4305,44511003,541105,274.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8405,36.618,4341132,425976335,LA ESTRELLA MARKET,FREMONT BLVD,SEASIDE,CA,California,93955,3134,44511003,541105,548.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8462,36.6081,4410321,426562790,GROCERY OUTLET,FREMONT BLVD,SEASIDE,CA,California,93955,4319,44511003,541105,6302.00000000000,2,457910685,,23.00000000000,,,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8441,36.6118,4551495,427526802,MI PUEBLO FOOD CTR,FREMONT BLVD,SEASIDE,CA,California,93955,3609,44511003,541105,822.00000000000,,000000000,,3.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8431,36.6089,5301030,436645517,BROADWAY MARKET,BROADWAY AVE,SEASIDE,CA,California,93955,4902,44511001,541101,822.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8412,36.6171,5967465,473875037,INDIAN-FILIPINO MARKET,FREMONT BLVD,SEASIDE,CA,California,93955,3103,44511003,541105,548.00000000000,,000000000,,2.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8419,36.616,5967467,473875177,HAN KOOK MARKET,FREMONT BLVD,SEASIDE,CA,California,93955,3611,44511003,541105,274.00000000000,,000000000,,1.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8441,36.6118,8657331,710172762,SANTA FE SEASIDE,FREMONT BLVD,SEASIDE,CA,California,93955,3609,44511003,541105,822.00000000000,,000000000,,3.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8567,36.6087,11419776,734362352,SMART & FINAL EXTRA!,CANYON DEL REY BLVD,SEASIDE,CA,California,93955,3501,44511003,541105,8494.00000000000,2,617177407,2,31.00000000000,2,,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8373,36.615,12185506,830351193,FOOD CORNER MARKET GROCERY,NOCHE BUENA ST,SEASIDE,CA,California,93955,3714,44511003,541105,1370.00000000000,,000000000,,5.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8452,36.6089,12185513,830352498,MI TIERRA,BROADWAY AVE,SEASIDE,CA,California,93955,4902,44511003,541105,4384.00000000000,,000000000,,16.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8397,36.6088,12967732,972122667,LA PRECIOSA FAMILY MARKET,BROADWAY AVE,SEASIDE,CA,California,93955,4935,44511003,541105,822.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3837,37.2534,8939202,712404792,ARCANGELI GROCERY CO,STAGE RD,PESCADERO,CA,California,94060,,44511003,541105,842.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3226,37.2596,11770728,738105499,ARCANGELI GROCERY CO,PO BOX 350,PESCADERO,CA,California,94060,0350,44511003,541105,842.00000000000,,000000000,,3.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,2
-122.265,37.3869,12210705,834566317,SKYWOOD TRADING POST,SKYLINE BLVD,WOODSIDE,CA,California,94062,3780,44511003,541105,281.00000000000,,000000000,,1.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3837,37.2534,12211091,834627622,NORM'S MARKET,STAGE RD,PESCADERO,CA,California,94060,,44511003,541105,2804.00000000000,,000000000,,10.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0389,36.959,90099,103334314,CIRCLE MARKET,ERRETT CIR,SANTA CRUZ,CA,California,95060,5924,44511003,541105,777.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0451,36.962,2379826,402612149,SAFEWAY,MISSION ST,SANTA CRUZ,CA,California,95060,5221,44511003,541105,24581.00000000000,2,579284589,,95.00000000000,V,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0485,36.9589,9651903,718232240,NAT'S TREATS LLC,INGALLS ST,SANTA CRUZ,CA,California,95060,5869,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0461,36.9599,10893200,724980036,BRAZILS BLACK MARKET,FAIR AVE,SANTA CRUZ,CA,California,95060,5838,44511001,541101,518.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0523,36.9775,9957598,719636030,FOODWHAT INC,HIGH ST,SANTA CRUZ,CA,California,95064,1077,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0374,36.9699,11872452,739086116,FOOD BIN TAKE TWO LLC,MISSION ST,SANTA CRUZ,CA,California,95060,3527,44511003,541105,4917.00000000000,,000000000,,19.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0261,36.9769,6717762,571369313,REJUVENATIVE FOODS,PO BOX 8464,SANTA CRUZ,CA,California,95061,8464,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,2
-122.0264,36.9751,10689444,723869223,LA ONDA FOOD REVOLUTION,COOPER ST,SANTA CRUZ,CA,California,95060,4526,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,4,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0259,36.9719,12825399,947926069,NEW LEAF COMMUNITY MARKETS,PACIFIC AVE,SANTA CRUZ,CA,California,95060,7510,44511003,541105,0.00000000000,3,656993862,,250.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0252,36.9746,1361801,260159678,TRADER JOE'S,FRONT ST,SANTA CRUZ,CA,California,95060,4525,44511003,541105,20700.00000000000,2,305504573,,80.00000000000,+,,5,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0258,36.9728,5114957,434796059,NEW LEAF COMMUNITY MARKETS,PACIFIC AVE,SANTA CRUZ,CA,California,95060,4415,44511003,541105,36225.00000000000,2,656993862,,140.00000000000,,,8,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0197,36.9747,10133131,720953232,MAMA D'S FOODS LLC,SOQUEL AVE,SANTA CRUZ,CA,California,95062,2355,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.02,36.9769,11109089,726152944,UR MARKET,OCEAN ST,SANTA CRUZ,CA,California,95060,4006,44511001,541101,518.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0303,36.9806,10471610,722864032,LIVING CULTURES SUPERFOODS,POTRERO ST,SANTA CRUZ,CA,California,95060,2718,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0342,37.0139,90137,103337515,GRAHAM HILL MINI MARKET,GRAHAM HILL RD,SANTA CRUZ,CA,California,95060,1317,44511003,541105,259.00000000000,,000000000,,1.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0307,37.0464,90480,103370011,SAFEWAY,MOUNT HERMON RD,SCOTTS VALLEY,CA,California,95066,4037,44511003,541105,24840.00000000000,2,579284589,,96.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0273,37.0455,1485457,303859169,NOB HILL FOODS,MOUNT HERMON RD,SCOTTS VALLEY,CA,California,95066,4072,44511003,541105,23288.00000000000,2,453561680,,90.00000000000,},,8,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0695,37.0517,5718081,445073364,SAFEWAY,GRAHAM HILL RD,FELTON,CA,California,95018,9723,44511003,541105,19406.00000000000,2,579284589,,75.00000000000,V,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0749,37.0423,10862772,724850713,DRESBACH QUALITY CTR,,FELTON,CA,California,95018,,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,1
-122.1227,37.1255,1544231,311381396,JOHNNIE'S SUPER MARKET,HIGHWAY 9,BOULDER CREEK,CA,California,95006,9125,44511003,541105,3105.00000000000,,000000000,,12.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.1225,37.1247,1544232,311381412,NEW LEAF COMMUNITY MARKETS,HIGHWAY 9,BOULDER CREEK,CA,California,95006,9120,44511003,541105,3623.00000000000,2,656993862,,14.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0905,37.0889,5718101,445075336,BEN LOMOND MARKET,MILL ST,BEN LOMOND,CA,California,95005,9301,44511003,541105,3364.00000000000,,000000000,,13.00000000000,,,4,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.084,37.0723,12185014,830263596,MASOODS LIQUOR & DELI,HIGHWAY 9,BEN LOMOND,CA,California,95005,9715,44511003,541105,777.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0178,36.9649,90074,103332268,BEACH MARKET,RIVERSIDE AVE,SANTA CRUZ,CA,California,95060,5520,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.017,36.9711,90139,103337770,OCEAN MARKET & DELI,OCEAN ST,SANTA CRUZ,CA,California,95060,4634,44511003,541105,518.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.998,36.9657,1851203,385893060,DEKE'S MARKET,7TH AVE,SANTA CRUZ,CA,California,95062,4609,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0181,36.9722,5484815,439148506,LA PLAZA MARKET,OCEAN ST,SANTA CRUZ,CA,California,95060,4633,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0142,36.9789,7919824,694729088,WHOLE FOODS MARKET,SOQUEL AVE,SANTA CRUZ,CA,California,95062,2122,44511003,541105,38295.00000000000,2,886012012,2,148.00000000000,q,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0103,36.9754,8013731,700095739,DEER GARDEN FOODS,,SANTA CRUZ,CA,California,95062,,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,1
-122.0103,36.9754,8139092,704929516,H & H MARKET,,SANTA CRUZ,CA,California,95062,,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,1
-122.0058,36.9684,8158535,705118344,AN EPICURIOUS LIFESTYLE,BRONSON ST,SANTA CRUZ,CA,California,95062,3489,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0101,36.9687,8567246,708442836,SANTA CRUZ CMNTY FARMERS MKT,MOUNTAIN VIEW AVE,SANTA CRUZ,CA,California,95062,3613,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0103,36.9754,10294764,721863407,LUCKY'S SUPERMARKETS,,SANTA CRUZ,CA,California,95062,,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,1
-122.0161,36.9765,12825472,947936928,SHOPPERS CORNER,SOQUEL AVE,SANTA CRUZ,CA,California,95062,2388,44511003,541105,20700.00000000000,,000000000,,80.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9955,36.9822,90298,103353173,DEL PUEBLO MARKET,SOQUEL AVE,SANTA CRUZ,CA,California,95062,1401,44511002,541104,2070.00000000000,,000000000,,8.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0101,36.9814,1014635,223110909,HEALTHY START NUTRITION INC,WATER ST,SANTA CRUZ,CA,California,95062,1514,44511003,541105,777.00000000000,,000000000,,3.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0074,36.982,8416953,707303277,SAFEWAY,MORRISSEY BLVD,SANTA CRUZ,CA,California,95062,1540,44511003,541105,31050.00000000000,2,579284589,,120.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0059,36.9819,8556058,708365819,GROCERY OUTLET,MORRISSEY BLVD,SANTA CRUZ,CA,California,95062,1541,44511003,541105,5952.00000000000,2,457910685,,23.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.008,36.9816,8898307,712032772,STAFF OF LIFE NATRL FOODS MKT,WATER ST,SANTA CRUZ,CA,California,95062,1517,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9693,36.9786,6039470,481855542,TRADER JOE'S,CLARES ST,CAPITOLA,CA,California,95010,2539,44511003,541105,22511.00000000000,2,305504573,,87.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9836,36.9756,6717784,571371228,LIVE OAK SUPER,CAPITOLA RD,SANTA CRUZ,CA,California,95062,2901,44511003,541105,2070.00000000000,,000000000,,8.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9677,36.9632,12968026,972161350,HERNANDEZ MARKET,PORTOLA DR,SANTA CRUZ,CA,California,95062,5138,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9753,36.9887,2379780,402611840,MEL'S MARKET,SOQUEL DR,SANTA CRUZ,CA,California,95065,1936,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.952,36.9733,88890,103201331,QUALITY MARKET,CAPITOLA AVE,CAPITOLA,CA,California,95010,3278,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9636,36.9693,6039473,481855724,NEW LEAF COMMUNITY MARKETS,41ST AVE,CAPITOLA,CA,California,95010,3938,44511003,541105,33637.00000000000,2,656993862,,130.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9529,36.9783,6490227,539439323,GRADY'S MARKET,BAY AVE,CAPITOLA,CA,California,95010,3304,44511003,541105,259.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9644,36.9712,10758540,724228178,JOE'S PHOOD,41ST AVE,CAPITOLA,CA,California,95010,2939,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9564,36.9807,88883,103200804,NOB HILL FOODS,BAY AVE,CAPITOLA,CA,California,95010,2146,44511003,541105,25875.00000000000,2,453561680,,100.00000000000,},,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9637,36.9867,1557572,312854896,SAFEWAY,41ST AVE,SOQUEL,CA,California,95073,2111,44511003,541105,61948.00000000000,2,579284589,,300.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8884,36.9741,88521,103162285,DELUXE FOODS-APTOS-MEAT DEPT,RIO DEL MAR BLVD,APTOS,CA,California,95003,4798,44511003,541105,20700.00000000000,,000000000,,80.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-121.908,36.9785,88545,103165288,SAFEWAY,RANCHO DEL MAR,APTOS,CA,California,95003,3902,44511003,541105,31050.00000000000,2,579284589,,120.00000000000,V,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8629,36.9372,90678,103387114,EL PATIO GROCERY,PLAYA BLVD,WATSONVILLE,CA,California,95076,1788,44511003,541105,2070.00000000000,,000000000,,8.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9051,36.9694,1531014,309679314,RIO MARKET,ESPLANADE,APTOS,CA,California,95003,4501,44511003,541105,259.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8772,36.9525,1733277,370588097,SEASCAPE FOODS,SEASCAPE VLG,APTOS,CA,California,95003,6100,44511003,541105,3882.00000000000,,000000000,,15.00000000000,,,6,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.8877,36.9758,2379773,402611808,ABOVE THE LINE,SOQUEL DR,APTOS,CA,California,95003,4001,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8872,36.9819,2863578,406045306,HERBAL PRODUCTS & DEVELOPMENT,TROUT GULCH RD,APTOS,CA,California,95003,3038,44511002,541104,518.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9119,36.9746,4689782,431058459,SEACLIFF CENTER MARKET,STATE PARK DR,APTOS,CA,California,95003,4324,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-121.8059,36.9883,8485749,707895825,KROGER,BROWNS VALLEY RD,WATSONVILLE,CA,California,95076,0510,44511003,541105,27169.00000000000,2,007521503,2,105.00000000000,P,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0066,37.0611,90507,103371472,SCOTTS VALLEY MARKET,VICTOR SQ,SCOTTS VALLEY,CA,California,95066,3565,44511003,541105,12938.00000000000,,000000000,,50.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0003,37.0637,3337232,414789466,TRADIN ORGANICS USA LLC,ENTERPRISE WAY,SCOTTS VALLEY,CA,California,95066,3263,44511002,541104,7763.00000000000,,000000000,,30.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-121.9285,37.1201,5785308,452313711,SUMMIT STORE INC,SUMMIT RD,LOS GATOS,CA,California,95033,9237,44511003,541105,7763.00000000000,,000000000,,30.00000000000,,,5,StreetAddress,M,100.00000000000,INFOGROUP,0
-121.9469,37.0325,6919957,595806449,CASALEGNO'S COUNTRY STORE,LAUREL GLEN RD,SOQUEL,CA,California,95073,9521,44511003,541105,777.00000000000,,000000000,,3.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2221,37.172,3634245,416911331,URBAN PARK CONCESSIONAIRES,BIG BASIN WAY,BOULDER CREEK,CA,California,95006,9064,44511003,541105,1035.00000000000,,000000000,,4.00000000000,,,3,StreetAddress,T,100.00000000000,INFOGROUP,0
-122.1185,37.1281,8803601,711381077,B C MARKETPLACE LLC,EVERGREEN RD,BOULDER CREEK,CA,California,95006,9560,44511001,541101,518.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2072,37.3728,4835060,433439991,ROBERTS MARKET,ALPINE RD,PORTOLA VALLEY,CA,California,94028,8005,44511003,541105,14298.00000000000,,000000000,,51.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0314,37.2811,90541,103375234,SAFEWAY,SARATOGA SUNNYVALE RD,SARATOGA,CA,California,95070,4221,44511003,541105,15840.00000000000,2,579284589,,60.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0344,37.2576,4486887,427128688,WILDWOOD MARKET,3RD ST,SARATOGA,CA,California,95070,6806,44511001,541101,1320.00000000000,,000000000,,5.00000000000,,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0686,37.3142,89023,103217832,STEVENS CREEK MKT,S FOOTHILL BLVD,CUPERTINO,CA,California,95014,3963,44511003,541105,264.00000000000,,000000000,,1.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0324,37.3195,1823281,382510576,KUMUD GROCERIES,S DE ANZA BLVD,CUPERTINO,CA,California,95014,3026,44511003,541105,1056.00000000000,,000000000,,4.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.0336,37.3126,4340456,425973218,CUPERTINO SPECIALTY FOODS,BOLLINGER RD,CUPERTINO,CA,California,95014,4328,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0309,37.3118,7710486,677438988,TRADER JOE'S,BOLLINGER RD,SAN JOSE,CA,California,95129,2750,44511003,541105,15840.00000000000,2,305504573,,60.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0236,37.3113,9922037,719465750,VESTA FOODS INC,S BLANEY AVE,CUPERTINO,CA,California,95014,4500,44511002,541104,792.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0336,37.3126,10120752,720896616,ROSE MARKET,BOLLINGER RD,CUPERTINO,CA,California,95014,4328,44511003,541105,528.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0195,37.3097,10351721,722207102,POORNA,BOLLINGER RD,SAN JOSE,CA,California,95129,2961,44511005,541102,264.00000000000,,000000000,,1.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.119,37.3791,3992667,422442186,SAFEWAY,1ST ST,LOS ALTOS,CA,California,94022,2705,44511003,541105,18480.00000000000,2,579284589,,70.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.117,37.3764,12211863,834771958,DRAEGER'S MARKETS,1ST ST,LOS ALTOS,CA,California,94022,3601,44511003,541105,22439.00000000000,2,101878528,,85.00000000000,,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0762,37.3783,78275,101906618,NOB HILL FOODS,GRANT RD,MOUNTAIN VIEW,CA,California,94040,3227,44511003,541105,15840.00000000000,2,453561680,,60.00000000000,},,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.088,37.3723,1538930,310652227,SAFEWAY,MIRAMONTE AVE,MOUNTAIN VIEW,CA,California,94040,3763,44511003,541105,30359.00000000000,2,579284589,,115.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.0968,37.3605,7957394,697020154,SAFEWAY COMMUNITY MARKETS,FREMONT AVE,LOS ALTOS,CA,California,94024,4812,44511003,541105,22439.00000000000,2,579284589,,85.00000000000,,,8,StreetAddress,M,100.00000000000,INFOGROUP,0
